 Tweet,Sentiment
 quot break the mold be extraordinary  quot  dove chocolate s moment ,0
 quot breakeven quot  the script  musicmonday idiots ,1
 quot breakfast quot  at 2pm  then cleaning    then sushi     ,1
 quot bruce springsteen embarks on world tour  quot apparently oz is on some other unworldly planet ,0
 quot bruises become more prominent as the time lapses  quot wikipedia ,0
 quot bust in the door and take me away quot ,1
 quot but god does it feel so good   quot  another song that kills me omg ill kill my allergies  school  good monday  ,1
 quot but pickle jars are just pickle jars and pickles are just pickles ingredients  water salt cucumber garlic and pickling spices quot ,0
 quot but sometimes i see what i wanna see i see what i wanna be but the worst part about what i see is it s not me  quot g night twitterererers ,1
 quot but somewhere we went wrong quot   ddlovato  s song    that happened to me ,1
 quot but somewhere we went wrong we were once so strong our love is like a song you can t forget it quot ,1
 quot but were all gonn miss you bare all of us lads recon ur easily one of the soundest gils by far quot fuck im gonna miss him ,0
 quot but your so far away quot i love starting my day with some indie folk ,1
 quot but you re just so cool run your hand through your hair absent mindedly making me want you  quot  taylor swift ,0
 quot bye bye quot cleveland         sassy   ,1
 quot bye twitter  quot ,0
 quot bye quot  anticlimax cheers  sbseurovision thanks all for a   ooh upbeat strings oh cut off by ads darn  eurovision ,1
 quot call it what you want but that sure as hell sounds like some kind of superhero captain tightpants bs to me man  quot ,1
 quot calvin  amp hobbes of the day quot was removed from igoogle   it s just not rigth  ,1
 quot i oughta punch you in the nose hopscotch  quot  gus night at the museum http   tumblr com xb41z5oud ,0
 quot i see you placed about four orders for the same phone i take it you only want one quot never doing direct credit again ,0
 quot i shall twitter this moment  quot ,0
 quot i suspect those poor blackberry users are seriously gonna have to eat their hearts out hah    quot eeeeyerrr i kena say by dawnkey ,1
 quot i think that we learn to love and learn what life is all about through service to others  quot  isaac hanson exactly why i love this band ,1
 quot i thought it was funny officer     quot ,1
 quot i wanna get so close to him that its no big change on the day that jesus calls me name quot got that song stuck in my head ,1
 quot i want action tonight satisfation all night    quot hopefully noelle grows a dick so that we can bang tonight   uhhhg ,0
 quot i want an edward cullen  quot don t we all ,1
 quot i want to go to the fucking petting zoo  quot rofl  p s i m being taken to the petting zoo now ,1
 quot i want you in my mouth and my butthole b tch quot mm jeffree rawks ,0
 quot i was thinking in italian but then a  vamos came out and then a  let s go  quot  rossi said rossi was born in the us played soccer here ,1
 quot i will alays love you lizz  quot pff   nothing you will do hate guys who say this  amp then they are kissing an other girl lucas i hate you ,1
 quot i will slap the baby right out of your crotch  quot  alvin  quot i m going to punch you in the beaver  quot  samsam     help ,1
 quot i wish you would step back from that ledge my friend    quot third eye blind yes man inspired me what can i say ,1
 quot i wonder why  quot is a fresh post on http   www bohica2k com ,1
 quot i won t forget you brazil quot  ddlovato you re amazing we won t forget you too can t wait to see you again ,1
 quot i d like to be under the sea in an octopus s garden in the shade quot ,0
 quot i d stay like this forever if i could   quot blah i miss him already ,0
 quot if a robot does the robot   would it still be called the robot or would it just be dancing  quot bahaaa ,0
 quot if i love you what business is it of yours  quot ,0
 quot if it ain t on dirt it ain t racing  quot     missing my racing boys  lt 3 ,0
 quot if it wasn t for bad luck    quot    http   blip fm  7f87f ,0
 quot if it s you for me forever if it s you for me right now i ll be alright quot  cough shia labeouf  cough   ,0
 quot if man has no tea in him he is incapable of understanding truth and beauty  quot  japanese proverb ,0
 quot if one person falls the other can reach out and help but someone who falls alone is in real trouble  quot ecclesiastes 4 10 amen god bl    ,0
 quot if our customer support traffic is any indication django is very popular with professional app engine developers  quot pythonee ,0
 quot if someone does not speak ill of you call is a sign that the growing trouble those who are unable to grow with you ,0
 quot if that boy don t know you by now he will never ever love you quot ,0
 dontyouhate when you are so excited it is friday but you are too tired from the long work week to even enjoy it damn i m tired ,0
 dontyouhate admitting to urself that u r no good at something  im so bad in accounting that i have to hire a pro tutor ,0
 dontyouhate getting kneed in the head  like me ,0
 dontyouhate having to study on a friday evening ,0
 dontyouhate how twitter wont have any tt dealing with  bsb ugh ,0
 dontyouhate it when you begin the like the music you ve always despised i m usually bob dylan van morrison starting to like katy perry ,0
 dontyouhate living in the same town as bitches whilst awesome girls far away from you ,0
 dontyouhate loosing the remote when its impossible to change channels with out it ,0
 dontyouhate that da shit you wanna say is longer then 140 characters ,0
 dontyouhate the bnp i know i do ,0
 dontyouhate the fact that a lot of things are easier said than done ,0
 dontyouhate the fact that marine world don t got that big ass whale slide with the ball pit n the middle or the cargo nets no more ,0
 dontyouhate the http   kkk com  i sure do  peoplewhosuck ,0
 dontyouhate thinkin about the days when you were boo d up ,0
 dontyouhate when chicks wear a pushup bra and u think they have big breast ,0
 dontyouhate when girls try to get you to listen to these weak ass love songs ,0
 dontyouhate when goolish lookin females double take  you      that shit is madd scary son   like they wanna kidnap u or somethin ,0
 dontyouhate when there s never fresh fruit in the house   ,0
 dontyouhate when u have a really great thought and then it leaves ur mind sorry guys lol ,1
 dontyouhate when u have an outfit in mind tht u wanna wear but  the last min u realize its either dirty or u can t fit it anymore ,1
 dontyouhate when u hella juices to p90sex ur broad and she say  quot nigga i just got done shittin u might not wanna do that quot ,1
 dontyouhate when you get a hair do and 5 min later the rain starts  that just happened to me ,0
 dontyouhate when you gotta shit real bad but you re far from home ,1
 dontyouhate when you have to get up early to work on a saturday ,1
 dontyouhate when you just painted yur nails and like a second later they get smudged ,0
 dontyouhate when you realize the milk is spoiled after you started eating your cereal ,0
 dontyouhate when you run out of jungle juice ,1
 dontyouhateit when its finally nice out after 11 days of rain n u gotta be stuck  work all damn day ,1
 dontyouhateitwhen someone ruins everything for you ,1
 dontyoulove ben amp jerrys half baked ice cream  3am ,1
 downwith  wrenthedoll filling my whole page of tweets when i log on  lol jk girly ,1
 doyourememberwhen saying you got a mega drive for your birthday was cool lmao ,1
 dreams had discussion about unitarians with a libertarian while sitting in a gigantic anthill he loved jesus too much to be civil ,1
 driveaways just the norm coffee cups pocketbooks etc ,1
 dumbass it s up ,1
 quot if there are no survivors it would be the world s worst aviation disaster since 2001  quot gosh ,1
 quot if this is where we are now where will we be five years from now   quot  for jamie ,1
 quot if u can dream it u can do it quot x walt disney share our dream and see how we did it   at http   short to 54vm cheers lou ann ,1
 quot if you can see the fish the fish can see you quot  a wise man  life  marketing  fishing ,1
 quot if you give it time the gap will grow wider if you move closer the gap will fade quot mallorys random inspiration ,0
 quot if you want to be great stop talking about it and go be great quot ,1
 quot if you re not a frikkin tard you will prevail  quot name that movie ,1
 quot i ll fight til i die i won t say goodbye  amp i won t let this pass me quot ,0
 quot i ll follow you  but please  follow me back   quot twitter the ego booster ,1
 quot i ll love you forever  quot hahah xd apparently thats what i say to people when i want them to do it for me haha ,0
